"Station Name","ST. JOHN'S INTL A"
"Province","NEWFOUNDLAND"
"Latitude","47.62"
"Longitude","-52.75"
"Elevation","140.50"
"Climate Identifier","8403505"
"WMO Identifier","71801"
"TC Identifier","YYT"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2014-01-25","2014","01","25","‡","-3.8","","-10.1","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","","30","","67",""
"2014-01-26","2014","01","26","‡","5.9","","-4.0","","1.0","","17.0","","0.0","","35.6","","1.0","","38.6","","0","","16","","106",""
"2014-01-27","2014","01","27","‡","1.6","","-5.6","","-2.0","","20.0","","0.0","","7.0","","0.0","T","7.0","","0","","24","","93",""
"2014-01-28","2014","01","28","‡","8.4","","-10.0","","-0.8","","18.8","","0.0","","7.6","","0.0","T","7.6","","0","","28","","80",""
"2014-01-29","2014","01","29","‡","-6.2","","-10.5","","-8.4","","26.4","","0.0","","0.0","","19.4","","15.4","","0","","28","","52",""
"2014-01-30","2014","01","30","‡","-5.9","","-10.2","","-8.1","","26.1","","0.0","","0.0","","1.4","","0.9","","19","","28","","76",""
"2014-01-31","2014","01","31","‡","2.1","","-10.8","","-4.4","","22.4","","0.0","","0.0","","1.0","","1.0","","19","","23","","70",""
"2014-02-01","2014","02","01","‡","0.0","","-8.6","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","T","17","","29","","72",""
"2014-02-02","2014","02","02","‡","-1.1","","-9.2","","-5.2","","23.2","","0.0","","0.0","","17.4","","9.8","","15","","27","","39",""
"2014-02-03","2014","02","03","‡","-2.2","","-12.5","","-7.4","","25.4","","0.0","","0.0","","1.2","","0.4","","27","","33","","50",""
"2014-02-04","2014","02","04","‡","-8.4","","-13.3","","-10.9","","28.9","","0.0","","0.0","","1.0","","0.2","","29","","28","","52",""
"2014-02-05","2014","02","05","‡","-8.8","","-11.9","","-10.4","","28.4","","0.0","","0.0","","2.0","","1.6","","26","","31","","61",""
"2014-02-06","2014","02","06","‡","-7.4","","-15.7","","-11.6","","29.6","","0.0","","0.0","","30.6","","12.2","","52","","36","","65",""
"2014-02-07","2014","02","07","‡","-6.2","","-14.4","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","55","","26","","43",""
"2014-02-08","2014","02","08","‡","-4.3","","-12.3","","-8.3","","26.3","","0.0","","0.0","","1.0","","0.6","","42","","30","","59",""
"2014-02-09","2014","02","09","‡","-7.9","","-15.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","40","","29","","56",""
"2014-02-10","2014","02","10","‡","-10.8","","-17.1","","-14.0","","32.0","","0.0","","0.0","","0.2","","0.0","T","40","","28","","39",""
"2014-02-11","2014","02","11","‡","-11.2","","-14.8","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","40","","28","","54",""
"2014-02-12","2014","02","12","‡","-7.4","","-15.5","","-11.5","","29.5","","0.0","","0.0","","0.0","T","0.0","T","39","","33","","52",""
"2014-02-13","2014","02","13","‡","-2.4","","-10.4","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","39","","32","","50",""
"2014-02-14","2014","02","14","‡","7.8","","-4.2","","1.8","","16.2","","0.0","","15.8","","4.6","","20.0","","34","","18","","104",""
"2014-02-15","2014","02","15","‡","2.5","","-4.3","","-0.9","","18.9","","0.0","","0.0","T","0.0","","0.0","T","15","","27","","126",""
"2014-02-16","2014","02","16","‡","4.6","","-4.7","","-0.1","","18.1","","0.0","","3.8","","4.4","","11.8","","14","","24","","117",""
"2014-02-17","2014","02","17","‡","-4.0","","-6.2","","-5.1","","23.1","","0.0","","0.0","","4.6","","1.6","","15","","24","","109",""
"2014-02-18","2014","02","18","‡","-4.9","","-8.4","","-6.7","","24.7","","0.0","","0.0","","3.2","","2.0","","22","","30","","67",""
"2014-02-19","2014","02","19","‡","0.6","","-8.8","","-4.1","","22.1","","0.0","","0.0","","12.0","","8.4","","22","","16","","61",""
"2014-02-20","2014","02","20","‡","2.7","E","-3.4","E","-0.4","E","18.4","E","0.0","E","","M","","M","1.5","E","29","","","M","","M"
"2014-02-21","2014","02","21","‡","-1.5","E","-3.1","E","-2.3","E","20.3","E","0.0","E","","M","","M","2.4","E","28","","","M","","M"
"2014-02-22","2014","02","22","‡","0.7","","-4.6","","-2.0","","20.0","","0.0","","1.0","","5.4","","5.1","","25","","28","","76",""
"2014-02-23","2014","02","23","‡","2.3","","-3.8","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","T","28","","27","","63",""
"2014-02-24","2014","02","24","‡","0.9","","-4.6","","-1.9","","19.9","","0.0","","2.2","","10.8","","11.2","","24","","24","","43",""
"2014-02-25","2014","02","25","‡","0.2","","-9.1","","-4.5","","22.5","","0.0","","0.0","","4.0","","2.2","","25","","27","","72",""
"2014-02-26","2014","02","26","‡","-5.9","","-10.0","","-8.0","","26.0","","0.0","","0.0","","2.8","","0.4","","28","","24","","46",""
"2014-02-27","2014","02","27","‡","-5.4","","-9.4","","-7.4","","25.4","","0.0","","0.0","","7.6","","4.8","","30","","4","","50",""
"2014-02-28","2014","02","28","‡","0.4","","-10.1","","-4.9","","22.9","","0.0","","0.0","","2.2","","1.5","","34","","28","","98",""
"2014-03-01","2014","03","01","‡","-6.8","","-12.0","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","34","","29","","91",""
"2014-03-02","2014","03","02","‡","-1.5","","-12.9","","-7.2","","25.2","","0.0","","0.0","","2.6","","2.6","","31","","18","","59",""
"2014-03-03","2014","03","03","‡","-6.3","","-13.4","","-9.9","","27.9","","0.0","","0.0","","6.2","","3.2","","34","","30","","56",""
"2014-03-04","2014","03","04","‡","-10.7","","-17.8","","-14.3","","32.3","","0.0","","0.0","","0.2","","0.0","T","37","","29","","78",""
"2014-03-05","2014","03","05","‡","-9.2","","-17.7","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","35","","29","","78",""
"2014-03-06","2014","03","06","‡","-9.4","","-17.3","","-13.4","","31.4","","0.0","","0.0","","0.0","","0.0","","33","","29","","50",""
"2014-03-07","2014","03","07","‡","-3.3","","-15.9","","-9.6","","27.6","","0.0","","0.0","","0.0","","0.0","","31","","28","","69",""
"2014-03-08","2014","03","08","‡","1.6","","-5.8","","-2.1","","20.1","","0.0","","0.0","","2.2","","2.2","","27","","25","","46",""
"2014-03-09","2014","03","09","‡","-1.6","","-11.9","","-6.8","","24.8","","0.0","","0.0","","3.4","","1.4","","29","","35","","59",""
"2014-03-10","2014","03","10","‡","-7.6","","-16.7","","-12.2","","30.2","","0.0","","0.0","","4.0","","1.4","","30","","","","<31",""
"2014-03-11","2014","03","11","‡","-4.2","","-16.3","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","34","","14","","50",""
"2014-03-12","2014","03","12","‡","1.6","","-5.5","","-2.0","","20.0","","0.0","","0.0","","10.2","","8.0","","41","","11","","50",""
"2014-03-13","2014","03","13","‡","10.6","","-3.4","","3.6","","14.4","","0.0","","10.4","","0.0","","10.4","","38","","19","","89",""
"2014-03-14","2014","03","14","‡","7.0","","-9.0","","-1.0","","19.0","","0.0","","4.6","","0.0","","4.6","","20","","24","","72",""
"2014-03-15","2014","03","15","‡","-4.6","","-11.3","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","19","","3","","32",""
"2014-03-16","2014","03","16","‡","2.7","","-9.3","","-3.3","","21.3","","0.0","","0.4","","0.0","","0.4","","17","","25","","78",""
"2014-03-17","2014","03","17","‡","-2.0","","-9.8","","-5.9","","23.9","","0.0","","0.0","","0.6","","0.0","T","15","","24","","80",""
"2014-03-18","2014","03","18","‡","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","15","","28","","67",""
"2014-03-19","2014","03","19","‡","0.3","","-6.5","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","14","","29","","43",""
"2014-03-20","2014","03","20","‡","-0.5","","-7.4","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","11","","16","","54",""
"2014-03-21","2014","03","21","‡","3.4","","-3.4","","0.0","","18.0","","0.0","","13.0","","0.0","","13.0","","4","","16","","70",""
"2014-03-22","2014","03","22","‡","2.7","","-4.9","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","2","","26","","56",""
"2014-03-23","2014","03","23","‡","2.3","","-4.2","","-1.0","","19.0","","0.0","","0.0","","4.6","","2.8","","6","","27","","72",""
"2014-03-24","2014","03","24","‡","-2.9","","-3.9","","-3.4","","21.4","","0.0","","0.0","","22.4","","16.8","","5","","33","","52",""
"2014-03-25","2014","03","25","‡","-3.8","","-10.3","","-7.1","","25.1","","0.0","","0.0","","1.0","","0.4","","24","","28","","91",""
"2014-03-26","2014","03","26","‡","2.0","","-13.6","","-5.8","","23.8","","0.0","","13.8","","11.8","","25.6","","23","","14","","100",""
"2014-03-27","2014","03","27","‡","4.3","","-4.2","","0.1","","17.9","","0.0","","3.6","","0.4","","3.8","","21","","27","","109",""
"2014-03-28","2014","03","28","‡","0.5","","-4.5","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","18","","28","","100",""
"2014-03-29","2014","03","29","‡","3.3","","-3.7","","-0.2","","18.2","","0.0","","0.0","","2.0","","1.4","","13","","16","","54",""
"2014-03-30","2014","03","30","‡","-1.0","","-5.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","9","","3","","39",""
"2014-03-31","2014","03","31","‡","-3.3","","-5.8","","-4.6","","22.6","","0.0","","0.0","","18.2","","17.6","","9","","6","","52",""
"2014-04-01","2014","04","01","‡","-0.6","","-3.5","","-2.1","","20.1","","0.0","","0.0","","18.6","","12.8","","37","","4","","69",""
"2014-04-02","2014","04","02","‡","-0.9","","-3.8","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","43","","4","","70",""
"2014-04-03","2014","04","03","‡","-3.0","","-6.3","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","39","","2","","43",""
"2014-04-04","2014","04","04","‡","1.3","","-6.0","","-2.4","","20.4","","0.0","","0.0","","0.0","","0.0","","34","","","","<31",""
"2014-04-05","2014","04","05","‡","0.2","","-3.8","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","27","","17","","44",""
"2014-04-06","2014","04","06","‡","3.0","","-3.1","","-0.1","","18.1","","0.0","","3.0","","0.0","","3.0","","24","","17","","72",""
"2014-04-07","2014","04","07","‡","3.7","","-2.4","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","22","","29","","70",""
"2014-04-08","2014","04","08","‡","4.5","","-3.8","","0.4","","17.6","","0.0","","0.2","","0.4","","1.0","","19","","15","","82",""
"2014-04-09","2014","04","09","‡","10.3","","-0.8","","4.8","","13.2","","0.0","","21.0","","0.2","","21.6","","10","","18","","104",""
"2014-04-10","2014","04","10","‡","4.0","","-3.8","","0.1","","17.9","","0.0","","2.0","","0.0","","2.0","","4","","28","","63",""
"2014-04-11","2014","04","11","‡","8.4","","-3.9","","2.3","","15.7","","0.0","","0.0","T","0.0","","0.0","T","2","","25","","76",""
"2014-04-12","2014","04","12","‡","7.6","","1.0","","4.3","","13.7","","0.0","","12.4","","0.0","","12.4","","0","","22","","54",""
"2014-04-13","2014","04","13","‡","7.6","","-4.2","","1.7","","16.3","","0.0","","0.2","","0.0","T","0.2","","0","","28","","46",""
"2014-04-14","2014","04","14","‡","3.2","","-5.1","","-1.0","","19.0","","0.0","","1.4","","0.4","","1.8","","0","","18","","59",""
"2014-04-15","2014","04","15","‡","14.0","","0.3","","7.2","","10.8","","0.0","","0.2","","0.0","","0.2","","0","","27","","74",""
"2014-04-16","2014","04","16","‡","18.8","","3.5","","11.2","","6.8","","0.0","","0.0","T","0.0","","0.0","T","0","","23","","80",""
"2014-04-17","2014","04","17","‡","6.0","","-4.9","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","0","","32","","43",""
"2014-04-18","2014","04","18","‡","1.6","","-7.0","","-2.7","","20.7","","0.0","","0.0","","0.0","","0.0","","0","","15","","39",""
"2014-04-19","2014","04","19","‡","-0.6","","-3.6","","-2.1","","20.1","","0.0","","1.4","","3.8","","4.4","","0","","35","","67",""
"2014-04-20","2014","04","20","‡","0.6","","-4.6","","-2.0","","20.0","","0.0","","0.0","","1.2","","0.4","","3","","32","","70",""
"2014-04-21","2014","04","21","‡","6.8","","-4.8","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","1","","27","","48",""
"2014-04-22","2014","04","22","‡","8.5","","-0.7","","3.9","","14.1","","0.0","","0.4","","0.0","T","0.4","","0","","23","","39",""
"2014-04-23","2014","04","23","‡","0.2","","-1.3","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","0","","7","","59",""
"2014-04-24","2014","04","24","‡","1.5","","-0.9","","0.3","","17.7","","0.0","","4.0","","0.0","T","4.0","","0","","6","","67",""
"2014-04-25","2014","04","25","‡","2.6","","-0.2","","1.2","","16.8","","0.0","","11.6","","0.0","","11.6","","0","","5","","52",""
"2014-04-26","2014","04","26","‡","7.7","","0.0","","3.9","","14.1","","0.0","","0.0","T","0.0","","0.0","T","","","34","","37",""
"2014-04-27","2014","04","27","‡","4.0","","0.3","","2.2","","15.8","","0.0","","0.8","","0.0","","0.8","","","","7","","41",""
"2014-04-28","2014","04","28","‡","2.8","","-0.5","","1.2","","16.8","","0.0","","0.0","","0.6","","0.6","","0","","4","","57",""
"2014-04-29","2014","04","29","‡","1.2","","-2.0","","-0.4","","18.4","","0.0","","0.0","","0.2","","0.0","T","0","","1","","70",""
"2014-04-30","2014","04","30","‡","2.3","","-5.7","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","","","36","","57",""
"2014-05-01","2014","05","01","‡","8.4","","-3.8","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","4","","43",""
"2014-05-02","2014","05","02","‡","3.1","","-4.5","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"2014-05-03","2014","05","03","‡","7.0","","-4.3","","1.4","","16.6","","0.0","","0.0","","0.4","","0.4","","","","28","","44",""
"2014-05-04","2014","05","04","‡","4.4","","-0.2","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-05-05","2014","05","05","‡","1.4","","-1.0","","0.2","","17.8","","0.0","","5.5","","8.5","","14.0","","0","","8","","52",""
"2014-05-06","2014","05","06","‡","1.5","","-1.0","","0.3","","17.7","","0.0","","1.0","","1.0","","2.0","","3","","31","","57",""
"2014-05-07","2014","05","07","‡","3.9","","-0.9","","1.5","","16.5","","0.0","","0.2","","0.2","","0.2","","2","","31","","48",""
"2014-05-08","2014","05","08","‡","3.7","","-1.1","","1.3","","16.7","","0.0","","0.2","","0.8","","1.0","","1","","36","","37",""
"2014-05-09","2014","05","09","‡","6.8","","-0.9","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","26","","44",""
"2014-05-10","2014","05","10","‡","9.9","","0.7","","5.3","","12.7","","0.0","","3.4","","0.0","","3.4","","","","20","","76",""
"2014-05-11","2014","05","11","‡","10.9","","-1.8","","4.6","","13.4","","0.0","","9.8","","1.0","","10.4","","1","","20","","69",""
"2014-05-12","2014","05","12","‡","7.6","","-1.6","","3.0","","15.0","","0.0","","0.0","","0.0","T","0.0","T","0","","36","","43",""
"2014-05-13","2014","05","13","‡","5.6","","-3.6","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","4","","37",""
"2014-05-14","2014","05","14","‡","3.7","","-3.1","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","2","","44",""
"2014-05-15","2014","05","15","‡","11.5","","-2.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","26","","44",""
"2014-05-16","2014","05","16","‡","19.7","","3.6","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","27","","41",""
"2014-05-17","2014","05","17","‡","18.8","","3.0","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","14","","35",""
"2014-05-18","2014","05","18","‡","10.8","","3.1","","7.0","","11.0","","0.0","","2.0","","0.0","","2.0","","","","12","","33",""
"2014-05-19","2014","05","19","‡","10.1","","2.7","","6.4","","11.6","","0.0","","4.4","","0.0","","4.4","","","","12","","33",""
"2014-05-20","2014","05","20","‡","10.7","","3.2","","7.0","","11.0","","0.0","","41.4","","0.0","","41.4","","","","24","","39",""
"2014-05-21","2014","05","21","‡","18.5","","5.9","","12.2","","5.8","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2014-05-22","2014","05","22","‡","14.7","","5.1","","9.9","","8.1","","0.0","","2.8","","0.0","","2.8","","","","17","","44",""
"2014-05-23","2014","05","23","‡","15.8","","6.5","","11.2","","6.8","","0.0","","0.0","T","0.0","","0.0","T","","","24","","43",""
"2014-05-24","2014","05","24","‡","10.5","","2.2","","6.4","","11.6","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"2014-05-25","2014","05","25","‡","4.3","","1.8","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","","","9","","43",""
"2014-05-26","2014","05","26","‡","5.0","","2.4","","3.7","","14.3","","0.0","","7.8","","0.0","","7.8","","","","36","","52",""
"2014-05-27","2014","05","27","‡","3.8","","2.5","","3.2","","14.8","","0.0","","71.6","","0.0","","71.6","","","","1","","67",""
"2014-05-28","2014","05","28","‡","3.5","","1.2","","2.4","","15.6","","0.0","","7.4","","0.0","","7.4","","","","1","","78",""
"2014-05-29","2014","05","29","‡","5.7","","-2.1","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","","","33","","50",""
"2014-05-30","2014","05","30","‡","5.8","","-1.9","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-05-31","2014","05","31","‡","8.4","","-0.8","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-06-01","2014","06","01","‡","10.6","","-0.8","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-06-02","2014","06","02","‡","15.2","","-0.3","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","20","","39",""
"2014-06-03","2014","06","03","‡","21.4","","4.4","","12.9","","5.1","","0.0","","0.2","","0.0","","0.2","","","","28","","33",""
"2014-06-04","2014","06","04","‡","17.4","","5.2","","11.3","","6.7","","0.0","","1.6","","0.0","","1.6","","","","18","","37",""
"2014-06-05","2014","06","05","‡","22.5","","9.7","","16.1","","1.9","","0.0","","1.2","","0.0","","1.2","","","","20","","43",""
"2014-06-06","2014","06","06","‡","21.1","","10.1","","15.6","","2.4","","0.0","","0.4","","0.0","","0.4","","","","23","","43",""
"2014-06-07","2014","06","07","‡","20.3","","8.3","","14.3","","3.7","","0.0","","10.9","","0.0","","10.9","","","","26","","35",""
"2014-06-08","2014","06","08","‡","11.1","","4.2","","7.7","","10.3","","0.0","","3.8","","0.0","","3.8","","","","32","","37",""
"2014-06-09","2014","06","09","‡","9.7","","4.1","","6.9","","11.1","","0.0","","0.2","","0.0","","0.2","","","","32","","39",""
"2014-06-10","2014","06","10","‡","9.7","","4.4","","7.1","","10.9","","0.0","","0.0","T","0.0","","0.0","T","","","35","","33",""
"2014-06-11","2014","06","11","‡","9.1","","3.3","","6.2","","11.8","","0.0","","0.2","","0.0","","0.2","","","","34","","32",""
"2014-06-12","2014","06","12","‡","9.4","","2.6","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","","","36","","67",""
"2014-06-13","2014","06","13","‡","12.9","","3.2","","8.1","","9.9","","0.0","","0.0","T","0.0","","0.0","T","","","32","","43",""
"2014-06-14","2014","06","14","‡","19.5","","5.6","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","27","","39",""
"2014-06-15","2014","06","15","‡","20.2","","8.0","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","27","","33",""
"2014-06-16","2014","06","16","‡","11.1","","6.4","","8.8","","9.2","","0.0","","7.0","","0.0","","7.0","","","","15","","65",""
"2014-06-17","2014","06","17","‡","13.7","","4.2","","9.0","","9.0","","0.0","","0.2","","0.0","","0.2","","","","35","","54",""
"2014-06-18","2014","06","18","‡","21.0","","5.1","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-06-19","2014","06","19","‡","15.1","","6.1","","10.6","","7.4","","0.0","","14.0","","0.0","","14.0","","","","13","","61",""
"2014-06-20","2014","06","20","‡","16.9","","7.0","","12.0","","6.0","","0.0","","0.0","T","0.0","","0.0","T","","","24","","54",""
"2014-06-21","2014","06","21","‡","14.6","","5.2","","9.9","","8.1","","0.0","","9.2","","0.0","","9.2","","","","28","","41",""
"2014-06-22","2014","06","22","‡","12.3","","5.9","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","31","","43",""
"2014-06-23","2014","06","23","‡","19.9","","7.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","25","","43",""
"2014-06-24","2014","06","24","‡","23.9","","10.3","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","25","","52",""
"2014-06-25","2014","06","25","‡","19.7","","11.1","","15.4","","2.6","","0.0","","4.6","","0.0","","4.6","","","","25","","59",""
"2014-06-26","2014","06","26","‡","13.8","","7.1","","10.5","","7.5","","0.0","","2.8","","0.0","","2.8","","","","","","<31",""
"2014-06-27","2014","06","27","‡","9.4","","6.3","","7.9","","10.1","","0.0","","21.2","","0.0","","21.2","","","","4","","33",""
"2014-06-28","2014","06","28","‡","15.8","","4.7","","10.3","","7.7","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"2014-06-29","2014","06","29","‡","16.6","","4.3","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2014-06-30","2014","06","30","‡","21.0","","5.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","25","","41",""
"2014-07-01","2014","07","01","‡","25.9","","10.5","","18.2","","0.0","","0.2","","0.0","T","0.0","","0.0","T","","","23","","57",""
"2014-07-02","2014","07","02","‡","25.5","","13.7","","19.6","","0.0","","1.6","","0.0","T","0.0","","0.0","T","","","24","","69",""
